A,B,C,Desc
0.1,-2.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.48,1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.07,-3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.9,-2.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.22,1.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.51,0.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.05,2.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.93,-1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.41,-2.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.41,-3.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.3,2.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.73,-3.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.51,2.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.41,2.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.03,0.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.74,3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.42,1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.25,-1.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.51,2.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.28,-0.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.56,0.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.86,0.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.89,-0.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.58,2.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.59,-1.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.21,-3.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.83,1.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.34,1.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0,1.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.76,0.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.14,-1.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.28,-2.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.6,1.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.65,1.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.4,-3.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.42,-3.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.85,1.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.64,-2.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.43,-3.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.14,-2.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.68,1.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.59,2.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.89,-0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.37,3.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.15,3.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.44,3.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.77,-2.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.83,2.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.63,-1.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.13,-0.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.12,-3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.8,-3.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.64,-0.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.47,0.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.85,-3.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.26,2.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.79,-3.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.54,-3.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.51,-1.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.4,-3.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.87,3.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.12,0.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.26,0.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.66,-3.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.48,0.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.68,-1.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.68,-1.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.02,-3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.27,-3.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.24,0.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.03,2.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.11,0.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.58,-1.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.6,3.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.49,-3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.37,-3.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.08,-0.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.74,3.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.69,-0.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.71,-2.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.46,-0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.82,0.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.38,-3.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.34,-1.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.97,0.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.54,3.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.95,0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.44,3.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.08,3.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.03,0,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.24,2.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.47,1.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.12,-1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.13,-2.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.27,2.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.52,3.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.9,-2.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.61,-3.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.51,0.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.56,-2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.78,-2.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.11,-2.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.7,-0.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.32,2.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.14,2.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.28,0.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.99,-1.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.65,-1.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.14,-3.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1,0.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.21,-1.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.96,3.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.37,1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.1,-1.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.87,2.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.7,-1.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.72,1.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.46,-3.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.28,-1.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.53,0.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.88,-1.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.71,-1.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.59,-0.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.49,1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.57,0.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.71,-3.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.06,-2.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.56,1.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.05,-3.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.71,-1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.16,0.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.35,2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.03,-1.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.12,0.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.33,-3.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.27,3.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.74,0.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.68,3.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.26,-3.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.92,2.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.96,2.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.99,0.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.12,-3.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.11,-2.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.13,-3.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.81,-0.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.14,1.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.35,1.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.86,3.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.36,1.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.09,0.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.2,-0.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.44,-3.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.33,-2.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.56,-2.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.65,-2.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.4,0.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.12,-3.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.03,-2.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.16,-1.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.47,-1.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.35,-2.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.33,3.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.27,-1.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.87,2.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.78,-2.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.25,-3.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.67,-0.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.76,3.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.14,0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.15,-2.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.34,-1.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.53,0.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.98,1.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.94,-3.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.21,3.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.38,1.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.57,-2.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.17,-1.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.28,-1.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.43,-2.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.36,0.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.28,3.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.65,0.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.92,1.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.13,2.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.18,0.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.24,0.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.61,-1.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.21,3.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.12,0.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.56,-3.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.2,-1.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.7,0,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.93,1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.91,-3.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.36,3.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.93,-3.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.09,1.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.31,0.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.01,-2.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.85,3.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.15,-1.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.39,-0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.21,-0.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.23,-0.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.37,3.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.26,-0.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.42,-1.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.45,-1.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.32,0.46,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.32,3.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.69,-1.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.29,-2.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.06,1.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.81,3.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.22,-0.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.4,3.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.22,0.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.33,3.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.44,-0.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.5,3.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.24,-0.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.53,0.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.41,3.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1,-0.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.08,-2.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.2,2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.27,0.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.96,-1.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.81,1.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.09,0.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.99,-0.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.02,-1.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.15,3.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.91,-0.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.99,0.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.98,1.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.35,-0.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.49,-3.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.42,3.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.5,2.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.48,-1.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.52,1.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.95,2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.64,2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.56,-1.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.49,0.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.32,-0.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.2,-3.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.97,3.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.56,2.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.98,0.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.48,2.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.37,3.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.36,0.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.45,-2.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.71,1.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.2,-2.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.02,-3.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
2,1.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.33,-0.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.21,-3.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.85,-2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.03,2.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.32,-2.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.53,-2.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.07,-1.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.61,-1.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.84,1.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.13,2.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.9,-1.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.2,-2.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.41,1.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.28,-3.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.75,-2.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.84,-2.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.22,1.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.52,-3.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.04,-0.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.3,0.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.09,3.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.52,-0.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.51,-2.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.98,-2.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.22,-3.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.11,-0.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.05,1.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.96,3.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.42,2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.61,3.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.67,-2.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.31,-3.62,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.9,-0.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.42,1.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.47,0.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.32,1.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.27,3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.16,-3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.97,-0.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.56,3.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.49,-2.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.45,3.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.39,-2.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.22,2.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.48,2.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.33,3.68,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.79,-2.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.05,2.69,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.97,-3.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.91,0.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.94,0.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.6,1.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.17,-2.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.09,2.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.28,-2.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.73,-2.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.19,2.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.7,-0.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.32,1.53,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0,1.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.38,-1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.21,0.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.43,-0.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.44,-0.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.04,-1.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.48,-0.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.65,2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.06,0,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.67,-2.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.2,-1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.44,3.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.54,2.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.95,-0.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.94,3.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.09,0.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.96,1.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.44,1.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.29,-0.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.9,3.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.82,3.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.55,-3.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.38,-2.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.29,-3.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.17,1.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.14,0.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.06,-1.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
-0.44,2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
1.66,0.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.49,1.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.14,1.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
0.39,-1.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw
