A,B,C,Desc,Answer
1.14,-1.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1512
0.93,-3.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1513
1.27,2.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1514
0.12,-1.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1515
0.42,2.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1516
0.52,-0.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1517
-0.18,-2.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1518
-0.05,-2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1519
1.74,2.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1520
0.89,3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1521
1.38,-1.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1522
1.51,1.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1523
1.15,-0.04,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1524
1.89,2.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1525
-0.13,3.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1526
0.29,0.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1527
0.05,0.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1528
1.54,2.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1529
0.37,3.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1530
-0.23,-0.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1531
1.26,1.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1532
0.6,2.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1533
1.52,-3.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1534
0.96,2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1535
-0.25,3.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1536
1.23,-0.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1537
1.23,1.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1538
1.62,3.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1539
0.14,2.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1540
-0.42,-0.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1541
0.44,-2.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1542
1.52,-3.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1543
1.8,-3.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1544
1.96,1.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1545
1.95,1.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1546
0.53,3.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1547
0,-2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1548
1.23,1.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1549
1.13,-0.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1550
1.9,-1.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1551
0.62,2.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1552
0.5,-2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1553
0.2,-2.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1554
1.61,2.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1555
0.08,3.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1556
1.39,2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1557
1.45,-2.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1558
-0.42,3.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1559
0.24,1.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1560
0.83,-2.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1561
0.22,-2.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1562
-0.45,-3.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1563
1.43,-2.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1564
1.43,-1.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1565
0.62,3.14,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1566
0.43,-1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1567
1,0.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1568
1.24,3.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1569
0.18,-3.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1570
0.79,-1.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1571
-0.29,-3.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1572
1.37,-1.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1573
0.25,0.94,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1574
1.32,-3.17,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1575
0.31,1.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1576
0.98,3.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1577
1.2,3.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1578
-0.43,3.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1579
1.95,0.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1580
0.75,-2.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1581
1.63,-3.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1582
0.49,-0.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1583
1.74,2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1584
0.76,0.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1585
1.22,0.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1586
1.62,-1.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1587
0.14,0.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1588
0.68,3.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1589
1.55,3.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1590
-0.24,0.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1591
0.33,-2.8,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1592
1.28,-1.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1593
1.19,-0.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1594
0.44,-1.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1595
1.91,0.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1596
1.6,3.59,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1597
1.64,2.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1598
1.2,-2.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1599
-0.48,0.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1600
0.27,2.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1601
-0.07,0.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1602
0.39,2.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1603
1.66,-2.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1604
-0.05,3.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1605
-0.44,3.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1606
1.21,-0.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1607
1.09,-2.93,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1608
0.2,-1.77,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1609
1.91,0.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1610
1.16,-0.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1611
0.83,-1.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1612
1.12,3.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1613
1.77,-2.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1614
0.55,-2.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1615
0.74,3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1616
0.13,1.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1617
0.06,-3.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1618
-0.47,2.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1619
1.8,-3.31,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1620
1.31,1.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1621
0.22,0.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1622
2,2.32,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1623
-0.49,-0.09,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1624
0.24,-0.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1625
0.26,-2.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1626
1,-1.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1627
1.62,0.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1628
0.93,-1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1629
0.38,-2.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1630
1.14,-2.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1631
-0.5,-1.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1632
1.47,-2.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1633
0.35,-2.36,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1634
1.7,2.38,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1635
1.21,-2.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1636
1.68,-2.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1637
0.26,3.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1638
1.34,1.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1639
-0.28,3.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1640
0.97,-1.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1641
-0.26,-0.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1642
0.3,-1.34,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1643
-0.01,0.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1644
0.37,-2.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1645
0.04,-3.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1646
1.52,3.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1647
1.28,-0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1648
0.51,-0.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1649
0.88,-0.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1650
-0.19,2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1651
0.41,-0.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1652
0.02,2.58,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1653
0.64,-3.18,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1654
0.91,-0.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1655
0.53,3.96,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1656
-0.15,-3.85,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1657
1.89,3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1658
1.62,1.79,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1659
1.11,-2.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1660
-0.2,-3.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1661
0.69,-2.52,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1662
-0.36,3.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1663
0.72,1.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1664
1.01,-1.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1665
-0.48,3.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1666
1.14,-1.78,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1667
-0.02,1.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1668
0.03,0.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1669
0.15,-3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1670
0.48,2.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1671
-0.12,3.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1672
-0.37,2.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1673
0.82,0.19,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1674
-0.21,0.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1675
0.19,2.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1676
0.48,3.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1677
-0.27,-2.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1678
0.41,-1.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1679
1.26,3.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1680
0.03,-1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1681
1.05,-2.06,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1682
0.71,-0.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1683
0.46,3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1684
0.18,-3.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1685
1.61,-2.5,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1686
-0.13,1.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1687
1.18,-2.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1688
-0.39,-1.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1689
1.41,-0.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1690
0.3,-1.26,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1691
0.57,-3.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1692
-0.26,0.11,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1693
1.53,-2.28,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1694
1.32,-1.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1695
0.53,-3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1696
0.18,0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1697
-0.34,3.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1698
2,1.16,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1699
1.37,1.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1700
-0.13,-2.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1701
1.8,-0.74,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1702
0.88,-3.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1703
0.79,-0.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1704
1.7,0.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1705
0.17,-2.86,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1706
1.92,0.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1707
1.81,2.72,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1708
0.68,0.39,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1709
-0.35,-0.99,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1710
1.2,-3.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1711
0.84,-2.9,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1712
1.29,-1.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1713
1.63,3.21,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1714
1.2,-2.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1715
-0.5,-3.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1716
-0.19,3.37,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1717
0.36,-0.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1718
-0.44,-1.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1719
1.37,0.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1720
1.55,-1.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1721
1.8,1.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1722
1.17,-3.03,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1723
-0.08,3.1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1724
-0.16,3.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1725
0.04,-1.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1726
-0.49,-2.02,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1727
-0.02,-2.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1728
0.03,2.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1729
0.76,2.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1730
1.44,-0.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1731
-0.03,1.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1732
1.99,0.98,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1733
0.1,0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1734
0.54,-2.4,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1735
-0.43,3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1736
-0.18,0.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1737
0.6,1.2,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1738
0.97,-1.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1739
1.21,0.63,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1740
0.89,2.41,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1741
0.15,1.47,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1742
-0.2,-0.3,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1743
0.18,-1,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1744
-0.02,-3.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1745
1.18,-0.48,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1746
1.87,-1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1747
1.21,-1.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1748
-0.43,-3.66,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1749
1.35,-1.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1750
1.62,1.82,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1751
1.58,1.64,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1752
1.66,2.95,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1753
-0.11,0.22,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1754
-0.27,-2.05,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1755
1.35,0.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1756
0.62,-0.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1757
0.29,-0.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1758
1.54,3.57,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1759
0.74,-2.35,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1760
1.3,2.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1761
0.52,-3.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1762
-0.17,3.71,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1763
0.92,0.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1764
1.26,2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1765
0.8,-1.61,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1766
0.32,2.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1767
0.95,-0.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1768
1.46,-2.87,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1769
1.59,2.24,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1770
0.67,-3.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1771
0.02,-0.76,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1772
0.42,2.08,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1773
-0.06,-2.49,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1774
0.12,1.15,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1775
1.15,3.44,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1776
1.8,0.89,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1777
-0.24,-1.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1778
0.34,0.88,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1779
1.65,1.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1780
0.87,-2.84,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1781
0.99,2.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1782
1.99,-0.91,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1783
1.53,-1.01,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1784
-0.3,-1.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1785
0.71,0.6,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1786
0.97,1.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1787
-0.39,-1.25,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1788
0.68,0.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1789
-0.16,1.75,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1790
1.37,-1.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1791
0.23,-1.29,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1792
0.67,-2.27,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1793
-0.04,1.42,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1794
-0.21,-1.7,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1795
1.01,2.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1796
1.82,3.55,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1797
0.07,2.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1798
-0.31,1.12,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1799
0.61,-2.13,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1800
0.63,-0.56,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1801
-0.17,-2.33,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1802
1.57,1.51,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1803
1.71,-2.23,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1804
0.13,-3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1805
0.72,0.81,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1806
1.84,3.92,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1807
0.32,-3.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1808
0.89,-1.83,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1809
1.65,3.67,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1810
0.04,-0.73,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1811
1.97,-2.97,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1812
0.54,0.43,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1813
1.11,-2.65,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1814
0.2,-2.45,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1815
0.77,3.54,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1816
-0.16,-1.07,0.25,mvejmejcxaxkbhncsjpmbezdoochlhpw,answer 1817
